Date,Stream,Reach,Transect,Quadrat,Order,Family,Count,Size
3/10/2022,NM,1,3,1,Trichoptera,Rhyacophilidae,1,medium
3/11/2022,NM,5,3,2,NA,NA,NA,NA
3/11/2022,NM,3,3,2,Plecoptera,Perlidae ,1,large
3/11/2022,NM,3,3,2,Ephemeroptera,Leptophlebiidae,1,medium
3/11/2022,NM,3,3,2,Ephemeroptera,Heptageniidae,1,medium
3/11/2022,NM,3,3,2,Ephemeroptera,Heptageniidae,1,small
3/11/2022,NM,3,3,2,Ephemeroptera,Heptageniidae,1,medium
3/11/2022,NM,3,3,2,Ephemeroptera,Heptageniidae,1,medium
3/11/2022,NM,3,3,2,Plecoptera,Perlodidae,1,medium
3/11/2022,NM,3,3,2,Ephemeroptera,Baetidae,1,medium
3/11/2022,NM,5,2,2,Plecoptera,Perlodidae,1,medium
3/11/2022,NM,5,2,2,Ephemeroptera,Heptageniidae,1,small
3/11/2022,NM,5,5,1,Ephemeroptera,Heptageniidae,1,medium
3/11/2022,NM,5,5,1,Ephemeroptera,Heptageniidae,1,medium
3/11/2022,NM,5,5,1,Ephemeroptera,Heptageniidae,1,medium
3/11/2022,NM,5,5,1,Ephemeroptera,Heptageniidae,1,small
3/11/2022,NM,5,5,1,Ephemeroptera,Leptophlebiidae,1,medium
3/11/2022,NM,5,5,1,Plecoptera,Capniidae,1,medium
3/11/2022,NM,5,5,1,Plecoptera,Perlodidae,1,medium
3/11/2022,NM,5,3,1,Plecoptera,Perlodidae,1,medium
3/11/2022,NM,5,3,1,Plecoptera,Perlodidae,1,small
3/10/2022,NM,1,3,2,Ephemeroptera,Heptageniidae,1,large
3/10/2022,NM,1,3,2,Ephemeroptera,Heptageniidae,1,large
3/10/2022,NM,1,3,2,Ephemeroptera,Heptageniidae,1,medium
3/10/2022,NM,1,3,2,Trichoptera,Hydropsychidae,1,medium 
3/10/2022,NM,4,4,2,Ephemeroptera,Baetidae,1,medium
3/10/2022,NM,4,4,2,Ephemeroptera,Baetidae,1,small
3/10/2022,NM,4,4,2,Ephemeroptera,Heptageniidae,1,medium
3/10/2022,NM,4,4,2,Ephemeroptera,Heptageniidae,1,small
3/10/2022,NM,4,4,2,Ephemeroptera,Heptageniidae,1,medium
3/10/2022,NM,4,4,2,Plecoptera,Perlodidae,1,medium
3/10/2022,NM,4,4,2,Plecoptera,Perlodidae,1,medium
3/11/2022,NM,3,5,2,Ephemeroptera,Heptageniidae,1,medium
3/11/2022,NM,3,5,2,Ephemeroptera,Heptageniidae,1,medium
3/11/2022,NM,3,5,2,Ephemeroptera,Heptageniidae,1,medium
3/11/2022,NM,3,5,2,Ephemeroptera,Baetidae,1,medium
3/11/2022,NM,3,5,2,Ephemeroptera,Baetidae,1,medium
3/11/2022,NM,3,5,2,Ephemeroptera,Baetidae,1,medium
3/11/2022,NM,3,5,2,Ephemeroptera,Baetidae,1,medium
3/11/2022,NM,3,5,2,Ephemeroptera,Baetidae,1,medium
3/11/2022,NM,3,5,2,Ephemeroptera,Baetidae,1,medium
3/11/2022,NM,3,5,2,Ephemeroptera,Baetidae,1,small
3/11/2022,NM,3,5,2,Trichoptera,Philopotamidae,1,medium
3/11/2022,NM,3,4,1,Plecoptera,Perlidae ,1,large
3/11/2022,NM,3,4,1,Plecoptera,Perlidae ,1,large
3/11/2022,NM,3,4,1,Plecoptera,Perlidae ,1,medium
3/11/2022,NM,3,4,1,Plecoptera,Perlidae ,1,medium
3/11/2022,NM,3,4,1,Plecoptera,Perlidae ,1,medium
3/11/2022,NM,3,4,1,Plecoptera,Perlidae ,1,large
3/11/2022,NM,3,4,1,Ephemeroptera,Heptageniidae,1,medium
3/11/2022,NM,3,4,1,Ephemeroptera,Heptageniidae,1,medium
3/11/2022,NM,3,4,1,Ephemeroptera,Heptageniidae,1,medium
3/11/2022,NM,3,4,1,Ephemeroptera,Heptageniidae,1,small
3/11/2022,NM,3,4,1,Plecoptera,Perlodidae,1,medium
3/11/2022,NM,3,4,1,Ephemeroptera,Baetidae,1,medium
3/11/2022,NM,5,4,2,Ephemeroptera,Heptageniidae,1,small
3/11/2022,NM,5,4,2,Ephemeroptera,Heptageniidae,1,small
3/11/2022,NM,5,4,2,Ephemeroptera,Heptageniidae,1,medium
3/11/2022,NM,5,4,2,Ephemeroptera,Heptageniidae,1,medium
3/11/2022,NM,5,4,2,Ephemeroptera,Heptageniidae,1,medium
3/11/2022,NM,5,4,2,PLecoptera,Perlodidae,1,medium
3/11/2022,NM,5,4,2,PLecoptera,Leuctridae,1,medium
3/11/2022,NM,5,4,2,Ephemeroptera,Baetidae,1,small
3/11/2022,NM,5,4,2,Ephemeroptera,Baetidae,1,small
3/11/2022,NM,5,4,2,Ephemeroptera,Baetidae,1,medium
3/11/2022,NM,2,1,2,Ephemeroptera,Leptohyphidae,1,medium
3/11/2022,NM,2,1,2,PLecoptera,Perlodidae,1,large
3/11/2022,NM,3,5,1,plecoptera,Perlidae ,1,large
3/11/2022,NM,3,5,1,Ephemeroptera,Heptageniidae,1,medium
3/11/2022,NM,3,5,1,Ephemeroptera,Heptageniidae,1,small
3/11/2022,NM,3,5,1,Ephemeroptera,Heptageniidae,1,medium
3/11/2022,NM,3,5,1,Ephemeroptera,Heptageniidae,1,small
3/11/2022,NM,3,5,1,Trichoptera,Hydropsychidae,1,medium
3/11/2022,NM,3,5,1,Ephemeroptera,Leptophlebiidae,1,medium
3/11/2022,NM,3,5,1,Ephemeroptera,Leptohyphidae,1,medium
3/11/2022,NM,3,5,1,Ephemeroptera,Baetidae,1,medium
3/11/2022,NM,3,5,1,Ephemeroptera,Baetidae,1,small
3/11/2022,NM,5,1,1,plecoptera,Perlidae ,1,large
3/11/2022,NM,5,1,1,Ephemeroptera,Heptageniidae,1,medium
3/11/2022,NM,5,1,1,Ephemeroptera,Heptageniidae,1,medium
3/11/2022,NM,5,1,1,Ephemeroptera,Heptageniidae,1,medium
3/11/2022,NM,5,1,1,Ephemeroptera,Heptageniidae,1,small
3/11/2022,NM,5,1,1,Ephemeroptera,Heptageniidae,1,medium
3/11/2022,NM,5,1,1,Ephemeroptera,Heptageniidae,1,medium
3/11/2022,NM,5,1,1,Ephemeroptera,Heptageniidae,1,small
3/11/2022,NM,5,1,1,Ephemeroptera,Heptageniidae,1,small
3/11/2022,NM,5,1,1,Ephemeroptera,Heptageniidae,1,medium
3/11/2022,NM,5,1,1,Ephemeroptera,Heptageniidae,1,medium
3/11/2022,NM,5,1,1,plecoptera,Perlodidae,1,medium
3/11/2022,NM,5,1,1,plecoptera,Perlodidae,1,medium
3/11/2022,NM,5,1,1,Ephemeroptera,Leptohyphidae,1,medium
3/11/2022,NM,5,1,1,Ephemeroptera,Leptohyphidae,1,medium
3/10/2022,NM,1,2,2,plecoptera,Perlodidae,1,medium
3/10/2022,NM,1,2,2,plecoptera,Perlodidae,1,medium
3/10/2022,NM,1,2,2,plecoptera,Perlodidae,1,medium
3/10/2022,NM,1,2,2,plecoptera,Perlidae ,1,large
3/10/2022,NM,1,2,2,Ephemeroptera,Heptageniidae,1,medium
3/10/2022,NM,1,2,2,Ephemeroptera,Heptageniidae,1,medium
3/10/2022,NM,1,2,2,Ephemeroptera,Heptageniidae,1,medium
3/10/2022,NM,1,2,2,Ephemeroptera,Heptageniidae,1,medium
3/10/2022,NM,1,2,2,Ephemeroptera,Heptageniidae,1,medium
3/10/2022,NM,1,2,2,Ephemeroptera,Heptageniidae,1,small
3/10/2022,NM,1,2,2,Ephemeroptera,Heptageniidae,1,small
3/10/2022,NM,1,2,2,Ephemeroptera,Heptageniidae,1,medium
3/10/2022,NM,1,2,2,Ephemeroptera,Heptageniidae,1,medium
3/10/2022,NM,1,2,2,Ephemeroptera,Heptageniidae,1,medium
3/10/2022,NM,1,2,2,Ephemeroptera,Heptageniidae,1,medium
3/10/2022,NM,1,2,2,Ephemeroptera,Heptageniidae,1,medium
3/10/2022,NM,1,2,2,Ephemeroptera,Heptageniidae,1,medium
3/10/2022,NM,1,2,2,Ephemeroptera,Heptageniidae,1,medium
3/10/2022,NM,1,2,2,Ephemeroptera,Heptageniidae,1,medium
3/10/2022,NM,1,2,2,Ephemeroptera,Heptageniidae,1,medium
3/10/2022,NM,1,2,2,Ephemeroptera,Heptageniidae,1,medium
3/10/2022,NM,1,2,2,Ephemeroptera,Heptageniidae,1,medium
3/10/2022,NM,1,2,2,Ephemeroptera,Heptageniidae,1,medium
3/10/2022,NM,1,2,2,Ephemeroptera,Heptageniidae,1,medium
3/10/2022,NM,1,2,2,Ephemeroptera,Baetidae,1,medium
3/10/2022,NM,1,2,2,Ephemeroptera,Baetidae,1,medium
3/10/2022,NM,1,2,2,Ephemeroptera,Baetidae,1,medium
3/10/2022,NM,1,2,2,Ephemeroptera,Baetidae,1,medium
3/10/2022,NM,1,2,2,Ephemeroptera,Baetidae,1,medium
3/10/2022,NM,1,2,2,Ephemeroptera,Baetidae,1,medium
3/10/2022,NM,1,2,2,Ephemeroptera,Leptohyphidae,1,medium
3/10/2022,NM,1,2,2,Ephemeroptera,Leptophlebiidae,1,small
3/10/2022,NM,1,2,2,Trichoptera,Dipseudopsidae,1,medium
3/10/2022,NM,1,1,2,Ephemeroptera,Heptageniidae,1,small
3/10/2022,NM,1,1,2,Ephemeroptera,Heptageniidae,1,small
3/10/2022,NM,1,1,2,Ephemeroptera,Heptageniidae,1,medium
3/10/2022,NM,1,1,2,Ephemeroptera,Leptophlebiidae,1,medium
3/10/2022,NM,1,1,2,Ephemeroptera,Leptophlebiidae,1,medium
3/10/2022,NM,1,4,2,Ephemeroptera,Heptageniidae,1,medium
3/10/2022,NM,1,4,2,Ephemeroptera,Heptageniidae,1,small
3/10/2022,NM,1,4,2,Ephemeroptera,Leptophlebiidae,1,medium
3/11/2022,NM,2,1,1,Ephemeroptera,baetidae,1,small
3/11/2022,NM,2,1,1,plecoptera,Perlodidae,1,small
3/11/2022,NM,2,5,2,Ephemeroptera,Heptageniidae,1,medium
3/11/2022,NM,2,5,2,Ephemeroptera,baetidae,1,small
3/20/2022,SM ,4,1,1,Ephemeroptera,Heptageniidae,1,large
3/20/2022,SM ,4,1,1,Ephemeroptera,Heptageniidae,1,large 
3/20/2022,SM ,4,1,1,Ephemeroptera,Heptageniidae,1,medium 
3/20/2022,SM ,4,1,1,Ephemeroptera,Heptageniidae,1,medium 
3/20/2022,SM ,4,1,1,Ephemeroptera,Heptageniidae,1,medium 
3/20/2022,SM ,4,1,1,Ephemeroptera,Ephemerellidae,1,medium 
3/20/2022,SM ,4,1,1,Ephemeroptera,Leptohyphidae,1,large
3/20/2022,SM,2,1,1,Plecoptera,Perlidae,1,Medium
3/20/2022,SM,2,1,1,Ephemoptera,Heptageniidae,1,Medium
3/20/2022,SM,2,1,1,Ephemoptera,Heptageniidae,6,Medium
3/20/2022,SM,2,1,1,Ephemoptera,Heptageniidae,1,Small
3/20/2022,SM,2,1,1,Ephemoptera,Leptophlebiidae,1,Medium
3/20/2022,SM,2,1,1,Trichoptera,Hydropsychidae ,2,Medium
3/20/2022,SM,2,1,1,Trichoptera,Rhyacophilidae,1,Medium
2/26/2022,NM,2,2,2,Ephemoptera,Heptageniidae,1,Large
2/26/2022,NM,2,2,2,Ephemoptera,Heptageniidae,1,Medium
2/26/2022,NM,2,2,2,Plecoptera,Perlodidae,1,Medium
2/26/2022,NM,2,2,2,Ephemoptera,Leptophlebiidae,2,Medium
3/11/2022,NM,5,4,1,Ephemoptera,Heptageniidae,4,Small
3/11/2022,NM,5,4,1,Ephemoptera,Heptageniidae,3,Medium
3/11/2022,NM,5,4,1,Ephemoptera,Baetidae,2,Medium
3/11/2022,NM,5,4,1,Plecoptera,Perlidae,1,Medium
3/11/2022,NM,5,4,1,Plecoptera,Chloroperlidae,1,Medium
3/11/2022,NM,5,4,1,Trichoptera,Rhyacophilidae,1,Medium
3/11/2022,NM,3,4,2,Ephemoptera,Heptageniidae,1,small
3/11/2022,NM,3,4,2,Ephemoptera,Heptageniidae,1,medium 
3/11/2022,NM,3,4,2,Ephemoptera,Heptageniidae,1,small
3/11/2022,NM,3,4,2,Ephemoptera,Heptageniidae,1,small
3/11/2022,NM,3,4,2,Ephemoptera,Heptageniidae,1,small
3/11/2022,NM,3,4,2,Ephemoptera,Ephemerellidae,1,small
3/11/2022,NM,3,4,2,Ephemoptera,Leptophlebiidae,1,small
3/11/2022,NM,3,4,2,Plecoptera,Perlodidae,1,small
3/11/2022,NM,3,4,2,Plecoptera,Capniidae,1,small
3/11/2022,NM,3,4,2,Trichoptera,Philopotamidae,1,small
3/11/2022,NM,3,2,1,Ephemeroptera,Heptageniidae,1,large
3/11/2022,NM,3,2,1,Ephemeroptera,Heptageniidae,1,large
3/11/2022,NM,3,2,1,Ephemeroptera,Heptageniidae,1,medium
3/11/2022,NM,3,2,1,Ephemeroptera,Heptageniidae,1,medium 
3/11/2022,NM,3,2,1,Ephemeroptera,Heptageniidae,1,medium
3/11/2022,NM,3,2,1,Ephemeroptera,Heptageniidae,1,small 
3/11/2022,NM,3,2,1,Ephemeroptera,Heptageniidae,1,small 
3/11/2022,NM,3,2,1,Ephemeroptera,Heptageniidae,1,small 
3/11/2022,NM,3,2,1,Ephemeroptera,Heptageniidae,1,small 
3/11/2022,NM,3,2,1,Ephemeroptera,Heptageniidae,1,small 
3/11/2022,NM,3,2,1,Ephemeroptera,Heptageniidae,1,small 
3/11/2022,NM,3,2,1,Ephemeroptera,Heptageniidae,1,small 
3/11/2022,NM,3,2,1,Ephemeroptera,Heptageniidae,1,small 
3/11/2022,NM,3,2,1,Ephemeroptera,Heptageniidae,1,small 
3/11/2022,NM,3,2,1,Ephemeroptera,Heptageniidae,1,small 
3/11/2022,NM,3,2,1,Ephemeroptera,Heptageniidae,1,small 
3/11/2022,NM,3,2,1,Ephemeroptera,Heptageniidae,1,small 
3/11/2022,NM,3,2,1,Ephemeroptera,Leptophlebiidae,1,small 
3/11/2022,NM,3,2,1,Ephemeroptera,Leptophlebiidae,1,small 
3/11/2022,NM,3,2,1,Ephemeroptera,Leptophlebiidae,1,small 
3/11/2022,NM,3,2,1,Ephemeroptera,Leptophlebiidae,1,small 
3/11/2022,NM,3,2,1,Plecoptera,Perlodidae,1,small
3/11/2022,NM,3,2,1,Plecoptera,Perlodidae,1,small
3/11/2022,NM,3,2,1,Plecoptera,Perlodidae,1,small
3/11/2022,NM,3,2,1,Plecoptera,Perlodidae,1,small
3/11/2022,NM,3,2,1,Plecoptera,Perlidae,1,small
3/11/2022,NM,2,3,1,Ephemeroptera,Leptophlebiidae,1,small
3/11/2022,NM,2,3,1,Plecoptera,Perlodidae,1,small
3/11/2022,NM,2,3,1,Trichoptera,Philopotamidae,1,small
3/11/2022,NM,3,1,2,Ephemeroptera,Heptageniidae,1,medium
3/11/2022,NM,3,1,2,Ephemeroptera,Heptageniidae,1,small
3/11/2022,NM,3,1,2,Ephemeroptera,Heptageniidae,1,small
3/11/2022,NM,3,1,2,Ephemeroptera,Heptageniidae,1,small
3/11/2022,NM,3,1,2,Ephemeroptera,Heptageniidae,1,small
3/11/2022,NM,3,1,2,Ephemeroptera,Heptageniidae,1,small
3/11/2022,NM,3,1,2,Ephemeroptera,Heptageniidae,1,small
3/11/2022,NM,3,1,2,Ephemeroptera,Leptophlebiidae,1,small
3/11/2022,NM,3,1,2,Ephemeroptera,Leptohyphidae,1,small
3/11/2022,NM,3,1,2,Plecoptera,Perlidae,1,medium 
3/11/2022,NM,3,1,2,Plecoptera,Perlodidae,1,small
3/11/2022,NM,3,1,2,Plecoptera,Perlodidae,1,small
3/11/2022,NM,3,1,2,Trichoptera,Philopotamidae,1,small
3/10/2022,NM,4,5,2,Ephemeroptera,Heptageniidae,1,small
3/10/2022,NM,4,5,2,Ephemeroptera,Heptageniidae,1,small
3/10/2022,NM,4,5,2,Ephemeroptera,Heptageniidae,1,small
3/10/2022,NM,4,5,2,Ephemeroptera,Heptageniidae,1,small
3/10/2022,NM,4,5,2,Ephemeroptera,Heptageniidae,1,small
3/10/2022,NM,4,5,2,Ephemeroptera,Heptageniidae,1,small
3/10/2022,NM,4,5,2,Ephemeroptera,Heptageniidae,1,small
3/10/2022,NM,4,5,2,Ephemeroptera,Heptageniidae,1,small
3/10/2022,NM,4,5,2,Ephemeroptera,Heptageniidae,1,small
3/10/2022,NM,4,5,2,Ephemeroptera,Heptageniidae,1,small
3/10/2022,NM,4,5,2,Ephemeroptera,Heptageniidae,1,small
3/10/2022,NM,4,5,2,Ephemeroptera,Heptageniidae,1,small
3/10/2022,NM,4,5,2,Ephemeroptera,Caenidae,1,small
3/10/2022,NM,4,5,2,Ephemeroptera,Caenidae,1,small
3/10/2022,NM,4,5,2,Trichoptera,Dipseudopsidae,1,small
3/10/2022,NM,4,5,2,Trichoptera,Dipseudopsidae,1,small
3/10/2022,NM,4,5,2,Trichoptera,Philopotamidae,1,small
3/10/2022,NM,4,5,2,Plecoptera,Perlodidae,1,small
3/11/2022,NM,3,2,2,NA,NA,NA,NA
3/11/2022,NM,2,4,1,NA,NA,NA,NA
3/11/2022,NM,2,2,1,Ephemeroptera,Heptageniidae,1,small
3/11/2022,NM,2,2,1,Ephemeroptera,Heptageniidae,1,small
3/11/2022,NM,2,2,1,Ephemeroptera,Heptageniidae,1,large
3/11/2022,NM,2,2,1,Ephemeroptera,Leptophlebiidae,1,small
3/11/2022,NM,2,2,1,Plecoptera,Perlodidae,1,small
2/20/2022,SM,5,3,1,Plecoptera,Perlodidae,1,small
2/20/2022,SM,5,3,1,Plecoptera,Perlodidae,1,small
2/20/2022,SM,3,1,1,Plecoptera,Pteronarcyidae,1,small
2/20/2022,SM ,3,1,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,2,4,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,2,4,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,2,4,1,Plecoptera,Perlodidae,1,medium
2/20/2022,SM,2,4,1,Plecoptera,Perlodidae,1,small
2/20/2022,SM,2,4,1,Plecoptera,Perlodidae,1,small
2/20/2022,SM,4,4,2,Trichoptera,Brachycentridae,1,small
2/20/2022,SM,4,4,2,Trichoptera,Brachycentridae,1,medium
2/20/2022,SM,4,4,2,Ephemeroptera,Neoephemeridae,1,medium
2/20/2022,SM,4,4,2,Ephemeroptera,Neoephemeridae,1,medium
2/20/2022,SM,4,4,2,Ephemeroptera,Heptageniidae,1,medium
2/20/2022,SM,4,4,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,4,4,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,4,4,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,4,4,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,4,4,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,4,4,2,Plecoptera,perlidae,1,medium
2/20/2022,SM,4,4,2,Plecoptera,Nemouridae,1,large
2/20/2022,SM,4,4,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM,4,4,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM,4,4,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM,4,4,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM,4,4,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM,4,4,2,Plecoptera,Perlidae,1,small
2/20/2022,SM,4,4,2,Plecoptera,Perlidae,1,small
2/20/2022,SM,4,4,2,Plecoptera,Perlidae,1,small
2/20/2022,SM,4,4,2,Trichoptera,Philopotamidae,1,small
2/20/2022,SM,2,3,2,trichoptera,Glossosomatidae,1,small
2/20/2022,SM,2,3,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,2,3,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,2,3,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,2,3,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM,3,5,2,Trichoptera,Odontoceridae,1,small
2/20/2022,SM,3,5,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,3,5,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,3,5,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,3,5,2,Plecoptera,Perlidae,1,small
2/20/2022,SM,3,5,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM,3,5,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM,3,1,2,Ephemeroptera,Heptageniidae,1,medium
2/20/2022,SM,3,1,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,3,1,2,Plecoptera,Perlodidae,1,large
2/20/2022,SM,3,1,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM,4,3,2,Trichoptera,Brachycentridae,1,medium 
2/20/2022,SM,4,3,2,Trichoptera,Dipseudopsidae,1,small
2/20/2022,SM,4,3,2,Plecoptera,Perlidae,1,small
2/20/2022,SM,1,3,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,1,3,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,1,3,2,Trichoptera,Hydroptilidae,1,small
2/20/2022,SM,1,5,2,Trichoptera,Brachycentridae,1,medium
2/20/2022,SM,1,5,2,Trichoptera,Hydropsychidae ,1,small
2/20/2022,SM,1,5,2,Trichoptera,Philopotamidae,1,small
2/20/2022,SM,1,5,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM,1,5,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM,1,5,2,Plecoptera,Perlidae,1,Small
2/20/2022,SM,1,2,1,Ephemeroptera,Heptageniidae,1,medium
2/20/2022,SM,1,2,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,1,2,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,1,2,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,1,2,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,1,2,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,1,2,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,1,2,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,1,2,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,1,2,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,1,2,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,1,2,1,Ephemeroptera,Ephemerellidae,1,small
2/20/2022,SM,1,2,1,Plecoptera,Perlodidae,1,small
2/20/2022,SM,1,2,1,Plecoptera,Perlodidae,1,small
2/20/2022,SM,1,2,1,Plecoptera,Perlodidae,1,small
2/20/2022,SM,1,2,1,Plecoptera,Perlodidae,1,small
2/20/2022,SM,1,2,1,Plecoptera,Perlodidae,1,small
2/20/2022,SM,1,2,1,Plecoptera,Perlodidae,1,small
2/20/2022,SM,1,2,1,Plecoptera,Perlodidae,1,small
2/20/2022,SM,1,2,1,Plecoptera,Perlodidae,1,small
2/20/2022,SM,1,2,1,Plecoptera,Perlodidae,1,small
2/20/2022,SM,1,2,1,Plecoptera,Perlodidae,1,small
2/20/2022,SM,1,2,1,Plecoptera,Perlidae,1,small
2/20/2022,SM,1,2,1,Plecoptera,Perlidae,1,small
2/20/2022,SM,1,2,1,Plecoptera,Perlidae,1,small
2/20/2022,SM,1,2,1,Plecoptera,Perlidae,1,small
2/20/2022,SM,1,2,1,Plecoptera,Perlidae,1,small
2/20/2022,SM,1,2,1,Trichoptera,Glossosomatidae,1,small
2/20/2022,SM,1,2,1,Ephemeroptera,Metretopodidae,1,small
2/20/2022,SM,1,2,1,Plecoptera,Perlidae,1,small
2/20/2022,SM,1,2,1,Trichoptera,Brachycentridae,1,small
2/20/2022,SM,1,2,1,Trichoptera,Rhyacophilidae,1,small
2/20/2022,SM,2,2,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,2,2,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,2,2,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,2,2,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM,2,2,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM,2,2,2,Plecoptera,Capniidae,1,small
2/20/2022,SM,2,2,2,Trichoptera,Sericostomatidae,1,small
2/20/2022,SM,2,2,2,Trichoptera,Glossosomatidae,1,small
2/20/2022,SM,1,1,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,1,1,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,1,1,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,1,1,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,1,1,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,1,1,2,Ephemeroptera,Neoephemeridae,1,large
2/20/2022,SM,1,1,2,Plecoptera,Perlidae,1,small
2/20/2022,SM,1,1,2,Trichoptera,Sericostomatidae,1,small
2/20/2022,SM,1,1,2,Trichoptera,Sericostomatidae,1,small
2/20/2022,SM,3,5,1,Ephemeroptera,Ephemerellidae,1,small
2/20/2022,SM,5,2,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,5,2,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,5,2,1,Ephemeroptera,Ephemerellidae,1,small
2/20/2022,SM,5,2,1,Plecoptera,Perlodidae,1,small
2/20/2022,SM,3,2,1,Ephemeroptera,Heptageniidae,1,medium
2/20/2022,SM,3,2,1,Plecoptera,Perlidae,1,small
2/20/2022,SM,1,5,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM ,1,5,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,2,1,2,Ephemeroptera,Heptageniidae,1,small
